kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
9278696,2,,0.839061,8.1398e-06,131.61,0.00101887,0.5034,1.152,2.006,0.1782,64.0,6.714,12.1,1.552,0.223,2950.0,890.0,,,6942.0,324.0,4.08,0.34,1.87,1.114
9111849,4,,1.0002,1.3118e-05,131.857,0.0041267,0.539,2.426,3.152,1.328,26.63,3.9,9.025,1.29,0.4346,3050.0,651.0,,,6628.0,239.0,3.83,0.35,2.403,1.011
7109851,1,,1.08648,1.02141e-05,131.968,0.00230114,0.1156,70.46,1.455,0.2904,27.09,3.834,10.1,0.9447,1.61,2440.0,593.0,,,5903.0,169.0,3.92,0.39,1.811,0.875
3836413,2,,0.770197,0.0,131.995,0.0,0.1,0.0,1.5,0.0,33210.0,0.0,-1.0,18.17,0.0,1990.0,0.0,,,5780.0,0.0,4.44,0.0,1.0,0.0
8247116,2,,0.835859,7.20746e-06,131.597,0.0025966,0.1656,21.36,3.607,4.001,112.8,9.658,17.29,1.571,0.9693,2720.0,1140.0,,,7216.0,367.0,4.29,0.46,1.457,1.214
9156808,2,,0.654643,7.66337e-06,132.119,0.00233058,0.7,0.9533,2.251,1.092,36.38,3.438,14.18,1.433,0.3234,3630.0,810.0,,,7282.0,314.0,3.96,0.26,2.216,0.971
8123628,1,,4.8527,0.000107426,135.12,0.0159986,0.86,0.2213,15.96,7.4,33.84,2.891,11.6,0.7955,0.107,1300.0,354.0,,,6422.0,219.0,4.31,0.3,1.203,0.652
7684873,1,,2.94736,5.27713e-07,133.216,0.000101291,0.9757,0.0007259,1.905,0.009011,407.3,2.258,308.0,5.883,0.03909,2400.0,564.0,,,8090.0,307.0,4.0,0.28,2.234,1.034
5888069,1,,2.62325,2.92562e-05,132.649,0.00624507,0.4768,3.705,8.217,3.8,39.74,3.727,11.09,1.428,0.595,2100.0,391.0,,,6629.0,266.0,3.93,0.28,2.198,0.798
8181880,2,,0.745194,7.08478e-06,131.912,0.0025005,0.304,10.02,2.595,1.885,42.78,3.543,16.27,1.151,0.6412,3100.0,1180.0,,,7345.0,317.0,4.17,0.42,1.721,1.3
8233804,2,,1.32709,9.00559e-06,132.519,0.00254659,0.1,44.76,2.533,0.5353,99.22,9.719,13.22,1.599,0.9232,3500.0,377.0,,,11068.0,410.0,4.38,0.12,1.555,0.315
6302655,1,,3.47116,1.76334e-05,132.266,0.0031253,0.1013,67.83,4.637,0.1306,283.8,18.35,16.21,4.528,5.4,2430.0,415.0,,,8094.0,323.0,3.9,0.22,2.656,0.881
7681230,2,,0.962587,1.27458e-05,131.817,0.00497878,0.8931,0.7472,2.835,5.726,50.31,6.239,9.763,0.8533,0.505,1990.0,493.0,,,6241.0,228.0,4.45,0.31,1.031,0.504
8494142,2,,22.9507,8.66659e-05,151.531,0.00306034,0.7246,0.7736,4.47,0.2258,129.6,5.05,26.53,2.268,0.539,886.0,19.4,,,6144.0,106.0,4.02,0.01,1.85,0.05
7456441,2,,1.19598,1.40935e-05,132.551,0.00815214,0.9776,0.004088,2.592,0.1,284.7,17.85,20.02,6.364,0.2564,3420.0,763.0,,,7262.0,286.0,3.7,0.38,2.91,1.278
9777062,5,,2.09977,5.57935e-06,132.878,0.00114935,0.2922,3.446,7.553,1.849,78.02,3.901,20.37,2.624,0.4919,2850.0,516.0,,,7703.0,317.0,3.84,0.23,2.916,1.03
6786037,1,,127.904,0.000324576,246.461,0.00186475,0.4646,0.1114,14.16,0.1424,4041.0,34.1,133.7,5.883,0.08794,356.0,75.1,,,5960.0,183.0,4.52,0.3,0.906,0.378
2166218,1,,0.698717,8.56896e-06,131.679,0.00142055,0.6999,0.3704,1.846,0.2107,19.41,2.141,11.9,5.653,0.5865,7050.0,522.0,,,6980.0,157.0,2.79,0.16,11.95,1.687
3649426,1,,3.38197,0.000105576,132.911,0.0217786,0.8849,0.3172,11.37,11.72,28.59,3.822,7.376,0.7035,0.1588,1440.0,355.0,,,6581.0,214.0,4.39,0.29,1.141,0.558
6846911,1,,14.0264,3.53293e-05,135.174,0.00193813,0.4487,3.88,1.226,0.1272,393.6,22.49,19.56,2.297,1.081,823.0,194.0,,,5970.0,200.0,4.36,0.28,1.131,0.529
6587280,1,,5.71543,6.50154e-06,134.872,0.000829832,0.8434,0.1407,2.645,0.1874,930.0,17.13,56.98,2.851,0.3028,842.0,112.0,,,5228.0,176.0,4.58,0.18,0.811,0.208
8701099,1,,5.77371,3.56312e-05,134.817,0.0045365,0.8448,0.2696,8.411,0.366,99.42,6.334,15.8,2.044,0.272,1590.0,588.0,,,7302.0,328.0,4.14,0.41,1.827,1.339
12506342,1,,1.22776,5.21328e-06,132.56,0.00124405,0.5928,1.978,1.694,0.07961,309.7,21.54,19.97,1.011,0.5338,1090.0,61.2,,,4550.0,128.0,4.72,0.06,0.556,0.054
7908633,3,,1.17844,1.9285e-05,132.508,0.0111161,0.9923,0.003884,1.734,0.1085,71.05,5.344,16.55,4.045,0.581,3870.0,660.0,,,8057.0,323.0,3.72,0.28,3.295,1.093
11390941,1,,2.71744,2.09886e-05,132.929,0.00414115,0.5359,2.042,2.683,0.1423,30.29,3.91,8.388,0.8243,0.2147,1860.0,592.0,,,7204.0,287.0,4.24,0.35,1.436,0.906
6233483,2,,15.8734,9.04774e-06,135.628,0.000479857,0.9268,0.002248,7.589,0.02601,5290.0,21.43,355.3,9.393,0.08381,830.0,154.0,,,6161.0,188.0,4.28,0.24,1.054,0.386
9509296,1,,0.56124,1.78097e-05,131.789,0.00196148,0.1,55.85,1.5,0.8843,108.8,23.3,6.32,3.98,4.149,5030.0,977.0,,,7619.0,300.0,3.59,0.31,3.777,1.436
8042057,2,,0.970553,1.45444e-05,131.712,0.00465789,0.6483,1.281,4.248,3.346,13.07,1.597,9.318,0.7298,0.1759,2910.0,1040.0,,,7227.0,333.0,4.1,0.4,1.904,1.354
5446068,2,,0.82971,1.12605e-05,131.725,0.00174621,0.1602,20.96,2.377,1.037,114.9,17.85,8.526,3.59,2.597,3410.0,466.0,,,5985.0,132.0,3.59,0.22,3.35,0.905
9934208,2,,9.0585,2.23622e-06,133.327,0.00019399,0.1039,1.266,2.801,0.05425,8526.0,29.88,293.1,5.137,0.2078,547.0,32.5,,,4340.0,141.0,4.67,0.06,0.573,0.057
8074328,1,,4.26796,8.17312e-06,134.07,0.00124078,0.2769,7.682,1.214,0.06229,129.7,6.834,24.15,1.433,0.6237,1370.0,361.0,,,6395.0,254.0,4.28,0.28,1.237,0.644
12353648,4,,1.00914,0.0,131.747,0.0,0.1,0.0,2.0,0.0,62.16,0.0,-1.0,2.595,0.0,3750.0,0.0,,,7201.0,157.0,3.63,0.17,3.266,0.69
7847927,2,,70.3762,2.10328e-05,180.343,0.000259656,0.915,0.01801,8.414,0.01891,41990.0,74.22,721.7,22.22,0.9304,375.0,66.0,,,5463.0,181.0,4.59,0.2,0.759,0.262
7620660,2,,0.683697,9.19618e-06,131.622,0.00261696,0.7049,2.583,2.21,2.47,109.7,14.32,10.69,0.9466,0.7194,1950.0,428.0,,,5850.0,184.0,4.55,0.3,0.844,0.367
5545566,2,,0.700099,1.06431e-05,132.122,0.00355269,0.6897,3.788,2.872,7.181,83.42,10.38,11.69,2.138,1.741,3760.0,911.0,,,7904.0,324.0,4.02,0.29,2.188,1.046
4848695,3,,1.38118,9.24847e-06,131.743,0.00136858,0.1,31.5,1.525,0.07215,41.06,4.417,14.08,2.29,1.391,3180.0,864.0,,,6498.0,462.0,3.56,0.48,3.542,1.857
7627570,1,,0.804653,1.49036e-05,132.078,0.00277681,0.5,1.805,1.664,0.1957,16.65,3.216,6.767,0.7204,0.1652,2910.0,775.0,,,6910.0,249.0,4.1,0.3,1.7,0.897
7094486,1,,11.3501,1.94146e-05,134.046,0.00135955,0.05764,39.58,2.247,0.2874,1250.0,39.14,39.14,1.915,1.093,453.0,17.9,,,3960.0,83.0,4.71,0.04,0.55,0.037
4930578,3,,2.33674,6.40799e-05,131.988,0.0199497,0.6894,0.01938,13.38,0.3131,533.2,63.03,10.35,3.697,0.2181,1980.0,684.0,,,7194.0,314.0,4.23,0.39,1.498,1.028
10973583,2,,6.25639,5.79935e-06,136.645,0.000682288,0.07401,14.18,1.672,0.1168,1416.0,26.81,59.79,3.134,0.7177,919.0,207.0,,,5772.0,165.0,4.55,0.3,0.836,0.373
7547306,2,,0.574333,7.44406e-06,131.613,0.00115997,0.2929,9.477,0.796,0.04899,384.0,39.92,16.01,8.105,4.274,4980.0,988.0,,,7392.0,306.0,3.54,0.32,4.007,1.555
4945107,2,,0.571366,1.11953e-05,131.993,0.00272965,0.6848,1.45,2.189,1.816,40.99,5.249,13.16,1.226,0.3966,3310.0,878.0,,,6899.0,308.0,4.08,0.3,1.793,0.937
9632895,1,,27.322,1.01819e-06,132.425,3.09177e-05,0.2036,0.003644,5.681,0.002146,81240.0,27.37,3555.0,21.96,0.006216,532.0,101.0,,,5618.0,165.0,4.59,0.23,0.771,0.289
5301091,1,,3.29844,7.4296e-05,131.609,0.0167935,0.9513,0.03819,7.856,2.318,32.49,3.278,9.668,0.9805,0.08023,1580.0,454.0,,,6510.0,272.0,4.23,0.31,1.391,0.793
9605514,1,,40.7156,0.000207661,146.362,0.00411318,0.3586,6.428,6.956,1.022,753.3,34.41,22.17,2.874,1.478,578.0,124.0,,,6297.0,212.0,4.45,0.29,1.031,0.436
8963002,2,,0.597109,1.74226e-05,131.524,0.00370885,0.9017,1.051,1.305,1.392,259.7,62.54,6.032,5.063,4.313,4100.0,674.0,,,7358.0,308.0,3.83,0.25,2.683,0.854
9602775,1,,3.55637,5.75896e-05,133.579,0.0105297,0.1611,66.02,8.637,8.106,120.5,12.37,10.23,0.7736,1.942,990.0,107.0,,,5441.0,169.0,4.62,0.12,0.712,0.148
2985396,2,,1.30605,4.68305e-05,132.342,0.0129587,0.8796,1.344,4.693,22.78,6.86,1.577,4.644,0.8721,0.704,3210.0,545.0,,,7125.0,259.0,3.74,0.28,2.91,0.966
5038493,2,,7.92536,0.000140219,134.409,0.0138876,0.7399,0.7492,16.28,2.348,83.37,7.307,11.59,1.154,0.262,1080.0,282.0,,,6495.0,265.0,4.38,0.3,1.168,0.603
5511081,2,,24.311,0.000114044,137.038,0.00380475,0.8242,0.184,8.972,0.3228,184.8,5.376,34.04,2.644,0.2577,831.0,22.4,,,5923.0,77.0,4.01,0.03,1.735,0.082
10333254,1,,6.72311,3.37673e-05,137.471,0.0035983,0.06102,41.32,12.06,1.27,62.38,5.493,14.08,1.055,0.474,1250.0,367.0,,,6718.0,211.0,4.28,0.34,1.325,0.774
8619448,2,,3.1338,4.95402e-05,134.123,0.0100333,0.0005129,8749.0,10.98,10.11,14.59,3.613,9.25,0.4801,0.4156,1520.0,442.0,,,6350.0,194.0,4.27,0.3,1.254,0.727
4743508,2,,2.0861,2.25604e-06,132.368,0.00040892,0.7,0.6782,1.486,0.1239,886.7,26.07,51.22,3.578,0.629,1650.0,270.0,,,6124.0,199.0,4.26,0.21,1.119,0.36
3545457,3,,0.596295,1.06574e-05,132.021,0.0130316,0.8752,1.743,1.675,4.453,155.3,26.85,7.623,2.621,2.615,3540.0,1210.0,,,7591.0,309.0,4.13,0.39,1.845,1.256
5340644,1,,8.22241,9.19545e-06,131.845,0.000844136,0.3921,1.767,2.709,0.1386,1484.0,27.63,65.77,2.341,0.5905,557.0,20.0,,,4208.0,87.0,4.66,0.04,0.614,0.036
5473535,1,,1.67366,2.97818e-06,131.671,0.000634986,0.001263,1177.0,1.496,0.04285,299.6,16.42,36.26,1.819,0.5097,1720.0,393.0,,,6437.0,235.0,4.44,0.3,1.042,0.47
7552344,1,,2.00148,2.09463e-06,131.95,0.000334059,0.1,10.31,0.8519,0.04864,887.7,24.92,51.21,2.363,0.5566,1290.0,615.0,,,5472.0,202.0,4.5,0.57,0.79,0.753
8782821,1,,0.950926,9.56518e-06,131.999,0.00131886,0.1004,19.05,3.557,1.541,86.78,12.92,10.01,1.389,0.4632,2540.0,642.0,,,6722.0,234.0,4.18,0.28,1.477,0.74
2579147,1,,7.35291,4.18649e-05,134.201,0.00399112,0.1,26.75,12.5,0.6662,233.4,36.61,6.752,3.721,1.7,1670.0,352.0,,,7301.0,384.0,3.92,0.25,2.403,0.98
11403216,2,,4.05326,2.09232e-06,132.718,0.00041124,0.9254,0.001901,3.857,0.02002,4064.0,31.45,175.9,8.143,0.05069,1190.0,304.0,,,6022.0,228.0,4.45,0.33,1.039,0.525
9726982,3,,5.61046,0.000130033,134.252,0.0164996,0.6983,1.221,18.46,9.919,61.79,6.112,10.57,0.9599,0.2961,1190.0,259.0,,,6458.0,242.0,4.39,0.26,1.142,0.487
8197793,1,,15.2311,0.000132306,143.731,0.00706781,0.799,1.469,3.99,1.007,259.7,21.49,12.39,1.768,1.105,774.0,148.0,,,6170.0,201.0,4.47,0.27,0.992,0.375
5435597,1,,1.60519,0.0755785,131.99,11.6882,0.9907,2.731,1.675,239.4,0.005842,1.896,0.002096,0.02207,3.563,2450.0,501.0,,,6703.0,200.0,3.96,0.24,2.091,0.844
7303287,2,,34.5439,0.000135065,132.687,0.0031633,0.7118,1.492,3.305,0.5087,412.1,21.04,19.89,2.428,1.099,607.0,54.4,,,5933.0,127.0,4.34,0.13,1.115,0.194
8973811,2,,3.25975,2.77267e-05,131.98,0.00520388,0.2395,13.15,3.998,0.3218,26.87,3.265,9.025,1.219,0.7625,2020.0,381.0,,,6591.0,228.0,3.85,0.31,2.326,0.862
8491277,1,,9.61374,1.07134e-05,132.186,0.000875547,0.2989,4.049,4.559,0.2958,794.1,8.651,91.05,3.142,0.8904,931.0,224.0,,,5997.0,192.0,4.36,0.29,1.11,0.53
7827152,2,,11.0053,0.000106514,141.159,0.00602023,0.8915,0.6907,1.978,1.161,536.7,67.44,9.976,2.739,1.753,819.0,0.00264,,,5780.0,0.0,4.44,0.0,1.0,0.0
6947099,1,,0.566825,9.13967e-06,131.788,0.0025751,0.9,0.5374,1.747,2.925,103.7,13.71,12.13,0.9134,0.458,1950.0,368.0,,,5701.0,193.0,4.59,0.22,0.758,0.281
8362880,2,,2.26374,2.18252e-05,133.152,0.0219108,0.6921,1.765,7.671,6.408,73.51,9.819,11.19,1.538,0.5832,2060.0,531.0,,,6951.0,309.0,4.11,0.29,1.678,0.852
7731281,1,,76.3766,0.00168019,146.37,0.0292385,0.664,0.2089,4.99,0.3799,11810.0,319.5,39.6,6.719,0.4906,241.0,18.8,,,3877.0,152.0,4.67,0.07,0.586,0.079
11499757,2,,12.3144,0.0,142.004,0.0,0.1,0.0,6.0,0.0,292400.0,0.0,-1.0,53.69,0.0,850.0,0.0,,,6225.0,191.0,4.45,0.29,1.031,0.461
2307206,1,,204.029,0.0,253.54,0.0,0.1,0.0,10.5,0.0,471900.0,0.0,-1.0,44.14,0.0,273.0,0.0,,,5551.0,168.0,4.57,0.24,0.809,0.296
7829836,1,,237.817,0.00323641,320.182,0.00980194,0.6309,1.573,10.49,1.24,549.1,48.23,10.92,2.734,0.9183,327.0,89.5,,,6202.0,211.0,4.39,0.32,1.11,0.604
4144238,1,,22.9134,8.69217e-05,140.652,0.00307519,0.364,5.464,2.588,0.1938,287.9,19.97,14.94,3.464,1.504,983.0,210.0,,,6362.0,232.0,3.88,0.39,2.003,0.843
9153823,1,,1.44449,1.9833e-06,132.311,0.000330741,0.7,0.5541,1.517,0.0816,1051.0,29.83,49.76,1.942,0.4175,1050.0,50.2,,,4569.0,129.0,4.69,0.06,0.559,0.043
8803757,1,,3.59447,2.72603e-05,132.368,0.00504841,0.1972,39.9,2.582,0.1902,82.37,9.557,9.31,0.7869,1.399,1130.0,225.0,,,5835.0,164.0,4.54,0.29,0.869,0.344
10909127,1,,3.17061,8.02452e-06,132.676,0.00142236,0.4642,3.458,1.53,0.1237,340.7,20.06,20.55,1.679,0.7381,1200.0,264.0,,,5725.0,172.0,4.45,0.28,0.889,0.387
6665512,1,,6.921,1.82319e-05,135.646,0.00207993,0.8656,0.1193,4.46,0.2709,549.5,14.9,37.55,1.614,0.1736,620.0,33.6,,,4461.0,133.0,4.66,0.06,0.585,0.053
3655513,2,,0.725944,1.2808e-05,132.172,0.00189972,0.3032,7.1,1.825,0.3304,439.4,64.58,10.97,4.582,1.913,3300.0,1070.0,,,7061.0,324.0,4.02,0.37,2.142,1.373
11295805,2,,2.05719,1.34042e-05,131.992,0.00286906,0.7036,0.6682,2.552,0.1369,32.55,3.727,10.33,0.9304,0.1565,2040.0,488.0,,,6823.0,219.0,4.13,0.26,1.52,0.721
3352122,1,,2.20245,1.47577e-05,131.971,0.00370178,0.9215,0.06174,5.803,1.296,67.6,5.836,12.27,1.15,0.09313,1660.0,462.0,,,6400.0,215.0,4.32,0.31,1.173,0.646
10220707,2,,5.72079,5.59559e-05,132.296,0.00757044,0.6991,0.7146,16.27,3.436,142.0,8.262,17.54,2.996,0.4997,1940.0,428.0,,,8027.0,306.0,3.99,0.28,2.348,1.02
9017929,2,,0.730291,3.22358e-05,131.853,0.00843262,0.9086,1.435,1.969,8.561,44.74,13.24,5.521,1.19,1.428,2830.0,1050.0,,,6961.0,324.0,4.23,0.41,1.519,1.124
5686174,1,,14.2822,2.33068e-05,138.004,0.00135085,0.2611,3.74,2.705,0.1396,1014.0,28.41,43.0,1.855,0.5601,445.0,16.3,,,4089.0,94.0,4.67,0.03,0.594,0.034
7211141,1,,51.9294,9.38881e-05,151.93,0.00151304,0.6458,0.1567,5.428,0.1708,3590.0,46.38,77.48,5.253,0.2115,449.0,76.5,,,5735.0,159.0,4.56,0.23,0.833,0.28
12069252,1,,0.547174,1.66389e-05,131.714,0.00213404,0.9252,0.6843,0.8469,0.3685,131.1,28.85,7.113,4.021,2.809,4550.0,778.0,,,7707.0,316.0,3.8,0.27,2.927,0.973
7202957,2,,8.16735,1.09383e-05,136.203,0.00103563,0.2124,4.255,3.237,0.04361,98.09,2.499,39.41,0.89,0.1877,866.0,87.4,,,5808.0,124.0,4.52,0.16,0.902,0.178
4078157,1,,16.0257,7.01884e-06,143.32,0.000400525,1.0,0.1077,3.532,0.09014,28470.0,1887.0,229.6,23.56,7.548,660.0,142.0,,,5767.0,197.0,4.57,0.28,0.799,0.339
10797460,1,,9.48803,2.378e-05,132.589,0.00198725,0.7032,1.149,3.001,0.3931,621.4,20.69,31.04,2.773,0.9952,881.0,199.0,,,5850.0,198.0,4.43,0.3,1.04,0.465
9540675,1,,3.55642,3.99418e-05,133.564,0.00727682,0.3219,10.85,7.941,2.661,43.7,4.595,9.604,0.7375,0.6096,1300.0,217.0,,,5831.0,163.0,4.29,0.21,1.109,0.365
7750740,1,,5.8742,7.57828e-08,134.319,1.06724e-05,0.8997,0.007769,4.246,0.001321,213600.0,37.78,8142.0,76.16,0.68,1110.0,223.0,,,6103.0,203.0,4.36,0.26,1.083,0.428
5730714,2,,3.92658,4.0269e-05,134.098,0.00676285,0.9597,0.03328,7.223,1.747,9.088,0.9509,10.26,1.522,0.1112,3380.0,716.0,,,9833.0,410.0,3.65,0.33,4.172,1.733
11093203,1,,0.689255,7.86385e-05,131.891,0.0248801,0.9,4.109,2.276,42.5,1.176,0.7593,1.847,0.2828,0.7916,3650.0,860.0,,,7471.0,303.0,3.97,0.27,2.255,1.046
8158127,2,,4.08893,2.1199e-05,131.681,0.00353852,0.5026,5.069,3.446,0.18,157.0,10.6,15.92,1.512,0.963,1340.0,385.0,,,6495.0,289.0,4.38,0.33,1.168,0.66
7948779,1,,459.23,0.00500508,260.384,0.00717539,0.7394,1.472,3.549,1.531,2228.0,416.2,8.97,4.887,2.565,239.0,43.2,,,6029.0,183.0,4.49,0.26,0.956,0.34
8823397,1,,1.5065,0.0,132.995,0.0,0.1,0.0,2.5,0.0,459600.0,0.0,-1.0,128.3,0.0,3250.0,0.0,,,8751.0,374.0,4.03,0.25,2.352,0.817
10749775,1,,0.556328,0.00085323,131.696,0.216259,0.9,6.795,1.547,33.9,1.729,17.71,0.1504,0.144,1.137,2220.0,457.0,,,5982.0,207.0,4.49,0.29,0.928,0.377
5640438,1,,0.997371,8.91557e-06,132.043,0.00135544,0.497,1.789,3.465,1.011,94.89,11.49,10.75,1.312,0.2719,2380.0,695.0,,,6861.0,270.0,4.31,0.34,1.3,0.753
9266431,1,,18.3963,2.36031e-05,148.347,0.00101218,0.5036,1.769,2.612,0.1695,696.6,11.92,58.9,2.155,0.6773,582.0,35.6,,,5316.0,107.0,4.57,0.1,0.804,0.093
11241912,1,,14.4273,8.20858e-05,138.842,0.00465541,0.3746,5.937,3.904,0.1951,110.3,6.059,18.8,1.103,0.6122,783.0,74.5,,,5929.0,124.0,4.4,0.15,1.04,0.193
6421503,1,,2.15838,9.51055e-06,131.91,0.00251063,0.05852,71.6,3.858,0.5255,220.0,12.25,20.91,0.9648,0.9755,1100.0,98.1,,,5252.0,167.0,4.65,0.1,0.661,0.11
5288577,1,,1.72848,9.05652e-06,131.832,0.0026239,0.0183,183.4,3.283,0.4863,151.4,11.08,18.59,2.774,1.713,2490.0,523.0,,,6701.0,252.0,3.88,0.34,2.237,0.923
5459805,1,,0.532749,1.87671e-05,131.852,0.00267989,0.9563,0.03764,1.271,0.3682,86.49,28.31,4.175,1.801,0.3521,3210.0,1030.0,,,6967.0,282.0,4.19,0.36,1.565,0.995
6381128,2,,0.612843,1.16302e-05,131.604,0.00109057,0.9,0.2783,1.37,0.5829,75.93,8.993,19.76,2.123,0.4398,3780.0,1050.0,,,7730.0,322.0,4.04,0.33,2.1,1.152
8849165,1,,0.932356,1.0387e-05,132.397,0.00380372,0.3,9.169,3.505,2.726,23.8,2.764,11.09,1.81,0.9282,4010.0,759.0,,,7350.0,304.0,3.63,0.28,3.632,1.34
5903301,1,,1.16015,1.69714e-07,132.147,4.23807e-05,0.9,0.003852,1.911,0.005049,10980.0,31.94,603.1,17.7,0.2028,2180.0,533.0,,,6200.0,225.0,4.16,0.24,1.382,0.667
9333652,1,,626.704,0.00528242,175.46,0.00648061,0.04693,191.8,8.063,2.072,267.6,105.2,3.928,1.986,3.183,259.0,59.1,,,6420.0,252.0,4.28,0.26,1.208,0.543
8191611,1,,0.508113,5.94049e-06,131.616,0.000828803,0.5002,2.511,0.9617,0.08203,201.1,15.25,21.33,2.013,0.6028,3000.0,760.0,,,6688.0,215.0,4.24,0.29,1.361,0.685
4737720,2,,0.54054,3.33818e-05,131.521,0.0103681,0.8981,0.993,1.633,5.76,5.764,1.904,3.15,0.6438,0.4627,4250.0,833.0,,,7998.0,322.0,3.98,0.24,2.311,0.887
4848216,1,,0.633883,5.15065e-06,131.561,0.00352635,0.001084,2289.0,4.833,11.57,91.67,5.44,21.7,1.268,0.5302,2920.0,935.0,,,7239.0,277.0,4.31,0.36,1.308,0.831
11152428,2,,2.34478,2.96672e-05,133.013,0.00714299,0.6586,1.672,7.468,4.116,35.01,3.58,10.5,0.845,0.2859,1800.0,519.0,,,6774.0,254.0,4.27,0.33,1.346,0.77
10858691,4,,29.2213,0.00029919,139.336,0.00896473,0.6986,3.443,3.787,1.135,353.4,36.6,10.03,1.664,1.758,540.0,38.6,,,5576.0,122.0,4.5,0.1,0.829,0.113
10468940,1,,2.93653,4.73785e-06,132.781,0.000908585,0.6584,1.229,1.717,0.116,349.7,12.37,34.67,1.613,0.5018,1170.0,267.0,,,5627.0,177.0,4.51,0.28,0.815,0.369
10454589,1,,4.18055,6.93555e-05,131.772,0.0113966,0.1261,30.51,14.94,12.19,67.83,9.16,7.38,0.7567,0.758,1050.0,223.0,,,5367.0,170.0,4.41,0.28,0.938,0.394
10659313,2,,15.2502,0.000312218,143.934,0.0265869,1.0,0.02654,17.08,1.317,489.2,135.9,13.91,5.085,2.933,876.0,250.0,,,6385.0,209.0,4.32,0.31,1.189,0.674
8878681,3,,2.49628,0.0,133.857,0.0,0.1,0.0,9.0,0.0,41.95,0.0,-1.0,1.394,0.0,2130.0,0.0,,,6753.0,226.0,3.98,0.28,2.137,1.014
5614247,1,,5.71612,4.52594e-05,133.681,0.00569798,0.722,0.6301,11.32,1.103,76.41,5.89,13.03,1.638,0.2767,1490.0,418.0,,,6785.0,285.0,4.1,0.32,1.741,0.965
5039441,1,,2.15139,1.13322e-08,133.108,2.70604e-06,0.001145,0.0987,3.311,0.0002991,268000.0,32.84,17510.0,66.2,0.004857,1730.0,297.0,,,6184.0,176.0,4.19,0.23,1.257,0.427
11867071,2,,3.96386,0.0,133.209,0.0,0.1,0.0,2.5,0.0,2512.0,0.0,-1.0,6.751,0.0,1480.0,0.0,,,6616.0,272.0,4.27,0.3,1.336,0.71
9349482,1,,110.964,0.000801569,187.045,0.00563275,0.6983,0.2264,12.77,0.5146,1318.0,35.67,36.08,2.113,0.1781,239.0,13.0,,,4441.0,143.0,4.7,0.06,0.546,0.048
6343576,1,,6.39903,2.60769e-05,134.714,0.00299377,0.2308,13.21,3.05,0.1472,162.7,9.688,17.67,6.096,5.14,1780.0,384.0,,,5178.0,171.0,3.29,0.29,4.856,2.071
5632701,1,,3.67502,3.5349e-05,131.713,0.00652086,0.413,6.771,6.358,1.084,53.13,4.342,12.9,0.7599,0.5055,1270.0,218.0,,,6036.0,172.0,4.37,0.24,1.023,0.346
2576692,1,,87.8797,0.0,194.096,0.0,0.1,0.0,9.0,0.0,346000.0,0.0,-1.0,39.3,0.0,378.0,0.0,,,5782.0,151.0,4.56,0.3,0.822,0.354
5795648,1,,4.55337,5.06622e-08,135.434,8.12137e-06,0.9633,0.001629,3.196,0.0007095,23570.0,4.569,6042.0,31.33,0.1532,1370.0,323.0,,,6309.0,184.0,4.21,0.25,1.307,0.612
9229318,2,,0.61195,1.01274e-05,131.578,0.00354211,0.5275,10.74,2.786,9.632,207.4,27.91,12.02,5.41,7.386,4620.0,893.0,,,7358.0,305.0,3.63,0.29,3.612,1.366
6924203,1,,6.88338,1.74134e-05,135.265,0.00194023,0.3,6.72,2.281,0.1909,448.8,17.63,27.53,1.704,0.8355,863.0,185.0,,,5693.0,156.0,4.57,0.28,0.802,0.34
8164012,1,,1.25274,3.02815e-06,131.924,0.000847389,0.3015,4.416,2.064,0.08928,178.7,6.45,36.13,1.294,0.366,1770.0,325.0,,,6231.0,200.0,4.49,0.27,0.955,0.344
2578077,1,,1.87905,1.57228e-05,133.276,0.00415383,0.5005,1.026,5.695,0.8128,9.616,1.041,9.827,1.472,0.1988,3780.0,765.0,,,8020.0,327.0,3.5,0.32,4.589,1.819
8446738,1,,0.922821,7.48925e-06,132.01,0.00290433,0.9,0.3523,2.656,2.99,15.23,1.11,16.68,1.048,0.2896,3330.0,633.0,,,7363.0,310.0,3.93,0.22,2.297,0.852
7023960,2,,30.8831,0.000246386,156.099,0.00652207,0.06722,105.5,6.45,1.242,294.2,16.89,17.37,1.694,2.575,593.0,116.0,,,6014.0,192.0,4.49,0.28,0.993,0.385
8506766,1,,48.9379,2.018e-05,140.767,0.000343966,0.9755,0.01198,6.568,0.02669,7293.0,23.19,371.7,24.08,1.477,771.0,198.0,,,7061.0,317.0,4.08,0.29,1.807,0.913
8397138,1,,0.580732,6.36272e-06,131.565,0.00229871,0.03726,135.9,2.268,2.745,148.1,14.13,16.09,3.658,3.795,3720.0,1090.0,,,5959.0,197.0,3.61,0.59,3.005,1.75
7031316,1,,0.56669,1.61117e-05,132.064,0.00415333,0.9022,0.6579,1.839,4.662,67.78,14.54,9.825,1.029,0.5682,2520.0,591.0,,,6486.0,253.0,4.41,0.3,1.069,0.494
